Date,Close,High,Low,Open,Volume,ticker,titles
2020-03-10,69.15534210205078,69.42194089429611,65.28483354397228,67.1679847520732,285290000,AAPL,Analyst upgrade
2020-03-11,66.7535400390625,68.15681338440555,65.88830882534532,67.22857329146201,255598800,AAPL,Analyst upgrade
2020-03-12,60.16132354736328,65.43752824947576,60.10558150322218,62.02993014789043,418474000,AAPL,Apple announces product
2020-03-13,67.36913299560547,67.84174022351363,61.30525564200672,64.19905222754427,370732000,AAPL,Analyst upgrade
2020-03-16,58.702308654785156,62.79093727126344,58.166688768527365,58.63929237514396,322423600,AAPL,Analyst upgrade
2020-03-17,61.28345489501953,62.43466692909921,57.77891021775957,59.98682095947624,324056000,AAPL,Market reacts
2020-03-18,59.78323745727539,60.59030070646208,57.46868723066085,58.11094663703243,300233600,AAPL,Apple announces product
2020-03-19,59.32517623901367,61.27860698512917,58.79925286107015,59.95773914025238,271857200,AAPL,Market reacts
2020-03-20,55.55888366699219,61.03382237097015,55.258354443077174,59.906840554892725,401693200,AAPL,Analyst upgrade
2020-03-23,54.37858581542969,55.37953883867535,51.52841919602518,55.277747569925765,336752800,AAPL,Analyst upgrade
2020-03-24,59.83413314819336,60.03044512491102,56.785228864020425,57.28449233521307,287531200,AAPL,Analyst upgrade
2020-03-25,59.5045166015625,62.5897733176163,59.208835672807325,60.77206450877943,303602000,AAPL,Analyst upgrade
2020-03-26,62.635833740234375,62.69399806571646,59.70810978448486,59.74688846689872,252087200,AAPL,Market reacts
2020-03-27,60.042572021484375,62.012966292537286,59.87534218227991,61.256800443757655,204216800,AAPL,Market reacts
2020-03-30,61.75606155395508,61.92813964643738,60.444886473049856,60.76965331673908,167976400,AAPL,Market reacts
2020-03-31,61.63003158569336,63.61739280424554,61.07502603187046,61.94752788300978,197002000,AAPL,Market reacts
2020-04-01,58.387237548828125,60.28007792812991,57.95583490890622,59.74203576856197,176218400,AAPL,Analyst upgrade
2020-04-02,59.36152648925781,59.41484624870322,57.41536636391571,58.2490894772747,165934000,AAPL,Apple announces product
2020-04-03,58.50840759277344,59.54813532545942,57.91704578007501,58.84528945189095,129880000,AAPL,Apple announces product
2020-04-06,63.61253356933594,63.767640864717485,60.44002689202477,60.80841319029708,201820400,AAPL,Apple announces product
2020-04-07,62.87575149536133,65.84952754543531,62.771537975758626,65.63139659297804,202887200,AAPL,Apple announces product
2020-04-08,64.48504638671875,64.80011298883151,63.31201906395062,63.677979447206575,168895200,AAPL,Market reacts
2020-04-09,64.95037078857422,65.45448618898067,64.15300782522117,65.12245255308986,161834800,AAPL,Apple announces product
2020-04-13,66.22520446777344,66.33426997710056,64.4268809310659,65.02793942933454,131022800,AAPL,Analyst upgrade
2020-04-14,69.56977844238281,69.86061483646596,67.38852767558943,67.86113496690535,194994800,AAPL,Market reacts
2020-04-15,68.93480682373047,69.39529170786052,68.01383705547038,68.44281379449058,131154400,AAPL,Analyst upgrade
2020-04-16,69.48253631591797,69.8485041120879,68.43068954557212,69.64976614355342,157125200,AAPL,Analyst upgrade
2020-04-17,68.53974914550781,69.54555411214668,67.1001229261611,68.99781539542603,215250000,AAPL,Analyst upgrade
2020-04-20,67.1170883178711,68.26830406893325,67.09770267537306,67.36430148645341,130015200,AAPL,Analyst upgrade
2020-04-21,65.04247283935547,67.19464143835056,64.32993033303205,66.95955078291355,180991600,AAPL,Analyst upgrade
2020-04-22,66.91592407226562,67.35217124293807,65.97071693829112,66.31243969742793,116862400,AAPL,Apple announces product
2020-04-23,66.65660858154297,68.28527633787508,66.61782989731152,66.86019112654976,124814400,AAPL,Apple announces product
2020-04-24,68.5809555053711,68.59065202523993,67.13405870953471,67.18253391260136,126161200,AAPL,Market reacts
2020-04-27,68.6294174194336,68.96145104694212,67.84901413734978,68.29737639564895,117087600,AAPL,Analyst upgrade
2020-04-28,67.51698303222656,69.27410181526112,67.42489198474726,69.09233090667134,112004800,AAPL,Analyst upgrade
2020-04-29,69.7345962524414,70.2047776093199,68.80393005840862,69.00751259495229,137280800,AAPL,Market reacts
2020-04-30,71.20573425292969,71.38266063296354,69.88486984181203,70.27506791484686,183064000,AAPL,Market reacts
2020-05-01,70.0593490600586,72.46599383609758,69.27894575366496,69.37588874776901,240616800,AAPL,Analyst upgrade
2020-05-04,71.05062103271484,71.17907219230422,69.39287106137577,70.08360206516988,133568000,AAPL,Apple announces product
2020-05-05,72.11701202392578,72.95073530482605,71.36569067940447,71.51110890677606,147751200,AAPL,Market reacts
2020-05-06,72.86103057861328,73.4935896027335,72.43447260612531,72.81982593052183,142333600,AAPL,Market reacts
2020-05-07,73.61479949951172,73.96138168836862,73.18582277419723,73.488774319377,115215200,AAPL,Market reacts
2020-05-08,75.36695861816406,75.42042272236431,73.94773843502071,74.27581328278134,133838400,AAPL,Analyst upgrade
2020-05-11,76.55286407470703,77.04861391058948,74.66461535055964,74.87361403597093,145946400,AAPL,Apple announces product
2020-05-12,75.67799377441406,77.69017607011091,75.55648516376499,77.23816018202187,162301200,AAPL,Apple announces product
2020-05-13,74.76425170898438,76.78129923204625,73.68525458009285,75.85782927883679,200622400,AAPL,Analyst upgrade
2020-05-14,75.22357177734375,75.28432609802991,73.27700096934342,74.0011951417901,158929200,AAPL,Apple announces product
2020-05-15,74.7788314819336,74.82500534999646,72.95620221512807,72.99022818793124,166348400,AAPL,Market reacts
2020-05-18,76.54072570800781,76.91497442156756,75.41312930756065,76.10573008655975,135178400,AAPL,Analyst upgrade
2020-05-19,76.09843444824219,77.40586118201702,76.06684101530527,76.55773324993602,101729600,AAPL,Market reacts
2020-05-20,77.57842254638672,77.6488922301891,76.91984026254961,76.95872392411307,111504800,AAPL,Analyst upgrade
2020-05-21,77.00001525878906,77.98180700129258,76.76185568975818,77.43987587720596,102688800,AAPL,Market reacts
2020-05-22,77.49576568603516,77.57839065177555,76.63548264134255,76.73754572172307,81803200,AAPL,Market reacts
2020-05-26,76.9708480834961,78.79590239398446,76.91495145206838,78.61607202130844,125522000,AAPL,Analyst upgrade
2020-05-27,77.30622100830078,77.4520328550853,76.08627697001077,76.82748410104101,112945200,AAPL,Market reacts
2020-05-28,77.34024810791016,78.60150836399505,76.7035440312258,76.98057986946539,133560800,AAPL,Apple announces product
2020-05-29,77.26490783691406,78.0449911609041,76.90767216991519,77.58325985255884,153532400,AAPL,Market reacts
2020-06-01,78.21511840820312,78.33662705652523,77.08751459195024,77.21874600870194,80791200,AAPL,Analyst upgrade
2020-06-02,78.57720184326172,78.60150505310432,77.50549481099908,77.94778801471988,87642800,AAPL,Apple announces product
2020-06-03,79.00977325439453,79.27223605785474,78.32446277639103,78.89798738729773,104491200,AAPL,Apple announces product
2020-06-04,78.3293228149414,79.13127678381436,77.95507416852828,78.83237030887165,87560400,AAPL,Analyst upgrade
2020-06-05,80.56021881103516,80.62097312386399,78.55046881252456,78.57962969607472,137250400,AAPL,Market reacts
2020-06-08,81.03653717041016,81.07056314819836,79.54441498185327,80.25645380649277,95654400,AAPL,Market reacts
2020-06-09,83.59551239013672,83.98919920003063,80.68417010070951,80.71576353395018,147712400,AAPL,Market reacts
2020-06-10,85.74622344970703,86.21524505993106,84.10585667073434,84.54571739149566,166651600,AAPL,Market reacts
2020-06-11,81.6294937133789,85.3136361549305,81.5274306203534,84.88835596262886,201662400,AAPL,Analyst upgrade
2020-06-12,82.3342514038086,84.52140692132026,81.22123552584637,83.77291696294331,200146000,AAPL,Analyst upgrade
2020-06-15,83.35250091552734,84.00621804239414,80.82268994587284,80.98551479918848,138808800,AAPL,Apple announces product
2020-06-16,85.56151580810547,85.83370137590062,83.77291228895632,85.41084628969108,165428800,AAPL,Apple announces product
2020-06-17,85.44242858886719,86.36832365901888,85.32091997161581,86.3075693503932,114406400,AAPL,Analyst upgrade
2020-06-18,85.47647857666016,85.89446863409366,84.86650277346662,85.39871125985869,96820400,AAPL,Analyst upgrade
2020-06-19,84.98800659179688,86.65024395832843,83.8774158013372,86.18365491665244,264476000,AAPL,Market reacts
2020-06-22,87.21161651611328,87.35499583192716,85.33552267955825,85.38169655946604,135445200,AAPL,Apple announces product
2020-06-23,89.07312774658203,90.4947803881452,88.03787170937105,88.45829429442931,212155600,AAPL,Analyst upgrade
2020-06-24,87.50077819824219,89.62232116375478,87.12652960904511,88.70128383856654,192623200,AAPL,Apple announces product
2020-06-25,88.66241455078125,88.70129820159251,86.89568177427711,87.65632697012038,137522400,AAPL,Analyst upgrade
2020-06-26,85.9382095336914,88.77908238211344,85.78996512327025,88.55793574774712,205256800,AAPL,Analyst upgrade
2020-06-29,87.91878509521484,88.01356538759049,85.36710383418715,85.84584813886048,130646000,AAPL,Analyst upgrade
2020-06-30,88.65270233154297,88.93946836335702,87.48622233361435,87.50566045318362,140223200,AAPL,Market reacts
2020-07-01,88.4850082397461,89.27481431029784,88.43640923902939,88.73045803796369,110737200,AAPL,Apple announces product
2020-07-02,88.4850082397461,90.03060182197771,88.37079725072775,89.39389780709443,114041600,AAPL,Market reacts
2020-07-06,90.85202026367188,91.32104187882805,89.88480872729063,89.91640216330728,118655600,AAPL,Market reacts
2020-07-07,90.57009887695312,92.0111893796949,90.45831301928035,91.2311060890885,112424400,AAPL,Market reacts
2020-07-08,92.67948913574219,92.71108256542591,91.46197031782751,91.54946038589766,117092000,AAPL,Analyst upgrade
2020-07-09,93.07804107666016,93.62725502908617,92.02820475666121,93.57379093641129,125642800,AAPL,Analyst upgrade
2020-07-10,93.24085235595703,93.29918153632202,92.05979213580613,92.67219290740687,90257200,AAPL,Apple announces product
2020-07-13,92.81072998046875,97.16317034048585,92.59687358818513,94.54830204332501,191649200,AAPL,Market reacts
2020-07-14,94.34660339355469,94.53858170931154,91.25542322619387,92.19103384207206,170989200,AAPL,Analyst upgrade
2020-07-15,94.9954605102539,96.47543496831665,93.7949544622353,96.22512744748764,153198000,AAPL,Market reacts
2020-07-16,93.82653045654297,94.68438106422201,93.22627754411272,93.86541410703498,110577600,AAPL,Analyst upgrade
2020-07-17,93.6369857788086,94.43408214536427,93.16309912532118,94.27855494560396,92186800,AAPL,Apple announces product
2020-07-20,95.61029815673828,95.74881980286249,93.37940103870535,93.72448888086217,90318000,AAPL,Analyst upgrade
2020-07-21,94.29070281982422,96.47785829760365,94.04039532290807,96.4025235355618,103433200,AAPL,Apple announces product
2020-07-22,94.55560302734375,95.2384810662524,93.90431842493187,93.99180109556946,89001600,AAPL,Analyst upgrade
2020-07-23,90.25176239013672,94.36604333190014,89.44008553110294,94.28827601915101,197004400,AAPL,Apple announces product
2020-07-24,90.0281753540039,90.37326313898976,86.65509447529368,88.44613797665554,185438800,AAPL,Analyst upgrade
2020-07-27,92.16188049316406,92.25422825579042,90.86903406529393,91.09260583305284,121214000,AAPL,Apple announces product
2020-07-28,90.64785766601562,91.90911765979025,90.64299257507496,91.73171241529057,103625600,AAPL,Market reacts
2020-07-29,92.38544464111328,92.57014013630604,91.09502355323384,91.1314746598381,90329200,AAPL,Apple announces product
2020-07-30,93.50332641601562,93.60782206135195,91.14848849561243,91.55675572597188,158130000,AAPL,Market reacts
2020-07-31,103.29206085205078,103.44273037041387,98.0088604443455,100.01132775994397,374336800,AAPL,Apple announces product
2020-08-03,105.894775390625,108.51935893981127,104.87896498205056,105.17787147768598,308151200,AAPL,Market reacts
2020-08-04,106.60194396972656,107.69552155569056,105.36012201007934,106.08431605909598,173071600,AAPL,Analyst upgrade
2020-08-05,106.98835754394531,107.30914213352884,105.855896128936,106.32249256981191,121776800,AAPL,Market reacts
2020-08-06,110.72107696533203,111.21683419272892,106.73073818870931,107.32126827964392,202428800,AAPL,Analyst upgrade
2020-08-07,108.20377349853516,110.6991917635781,107.40523995090824,110.24149434670589,198045600,AAPL,Market reacts
2020-08-10,109.77648162841797,110.79656040754556,107.12038216987283,109.65231698977226,212403600,AAPL,Apple announces product
2020-08-11,106.51174926757812,109.53789844079104,106.25125017767719,109.03881778751953,187902400,AAPL,Apple announces product
2020-08-12,110.05158996582031,110.30965211624508,107.41009717699765,107.6048585408266,165598000,AAPL,Apple announces product
2020-08-13,111.99925994873047,113.00473225954684,110.94509357054578,111.43444145781272,210082000,AAPL,Apple announces product
2020-08-14,111.89940643310547,111.98948374215101,110.08566073541384,111.82393585365277,165565200,AAPL,Market reacts
2020-08-17,111.60728454589844,113.04854413558671,110.9791727292724,113.02419710369587,119561600,AAPL,Apple announces product
2020-08-18,112.53727722167969,112.96332424198891,111.0229840865938,111.35895378278491,105633600,AAPL,Market reacts
2020-08-19,112.678466796875,114.09537909958976,112.58352304816549,112.94626924012053,145538000,AAPL,Analyst upgrade
2020-08-20,115.17875671386719,115.29318105450595,112.70281190884117,112.71985557077384,126907200,AAPL,Analyst upgrade
2020-08-21,121.11421966552734,121.59869363243206,116.1282493861733,116.14041918677735,338054800,AAPL,Market reacts
2020-08-24,122.56275177001953,125.4136198889964,120.69301605778207,125.32840158232875,345937600,AAPL,Apple announces product
2020-08-25,121.55729675292969,121.90300674261194,119.83119859572422,121.43313953220415,211495600,AAPL,Market reacts
2020-08-26,123.21037292480469,123.66807037859338,121.80806709697056,122.87684013317619,163022400,AAPL,Analyst upgrade
2020-08-27,121.73746490478516,124.1476723660599,120.59078438962894,123.81413958938536,155552400,AAPL,Market reacts
2020-08-28,121.540283203125,123.13247670931095,121.3163008901695,122.71373298222419,187630000,AAPL,Apple announces product
2020-08-31,125.66193389892578,127.57063079085206,122.7015227453997,124.24016267088327,225702700,AAPL,Market reacts
2020-09-01,130.66737365722656,131.27115314665346,127.11293080171876,129.28454878420325,151948100,AAPL,Analyst upgrade
2020-09-02,127.96015167236328,134.3678995522413,123.67534259699028,133.98810972446663,200119000,AAPL,Apple announces product
2020-09-03,117.715576171875,125.46719678609372,117.34552656361724,123.58772784996529,257599600,AAPL,Market reacts
2020-09-04,117.79347229003906,120.46174167565064,107.98708803912147,116.92677156884038,332607200,AAPL,Apple announces product
2020-09-08,109.8665771484375,115.87505597903306,109.73024268836703,110.96699312748366,231366600,AAPL,Market reacts
2020-09-09,114.2487564086914,116.02111152579629,112.24268617440501,114.19032948681344,176940500,AAPL,Analyst upgrade
2020-09-10,110.5190200805664,117.345512119,109.5549387003112,117.20917767854652,182274400,AAPL,Market reacts
2020-09-11,109.06804656982422,112.21349439620566,107.12040288107737,111.5707684126771,180860300,AAPL,Apple announces product
2020-09-14,112.34008026123047,112.89515837432545,109.84709890131904,111.71683492125261,140150100,AAPL,Analyst upgrade
2020-09-15,112.5153579711914,115.71923219486175,110.6358818287243,115.23232135411556,184642000,AAPL,Analyst upgrade
2020-09-16,109.19464111328125,112.9633343387469,109.10700071322607,112.21349478503636,154679000,AAPL,Apple announces product
2020-09-17,107.45149993896484,109.26280918405165,105.86417298963443,106.84773514371666,178011000,AAPL,Apple announces product
2020-09-18,104.0431137084961,107.97735452695603,103.31274738543307,107.50992424081115,287104900,AAPL,Apple announces product
2020-09-21,107.19829559326172,107.30541657570868,100.40101679009732,101.80332242964299,195713800,AAPL,Apple announces product
2020-09-22,108.88299560546875,109.90551130322969,106.30237419337884,109.73022311017552,183055400,AAPL,Analyst upgrade
2020-09-23,104.31578063964844,109.17514872406446,103.97493710920857,108.69797818298632,150718700,AAPL,Analyst upgrade
2020-09-24,105.38700103759766,107.36385819012885,102.25129351440843,102.41684144459643,167743300,AAPL,Apple announces product
2020-09-25,109.34069061279297,109.49650563867307,104.851372337576,105.59147885116779,149981400,AAPL,Market reacts
2020-09-28,111.95054626464844,112.30112268518972,109.82761457566852,111.99924032348427,137672400,AAPL,Apple announces product
2020-09-29,111.10331726074219,112.29138095636048,110.59693323178644,111.55128179324593,99382200,AAPL,Market reacts
2020-09-30,112.77828216552734,114.19032800652033,110.64561781826201,110.81116571454996,142675200,AAPL,Apple announces product
2020-10-01,113.73263549804688,114.63828996240579,112.7977675718812,114.56038244447453,116120400,AAPL,Market reacts
2020-10-02,110.06132507324219,112.3498120079921,109.28227217240111,109.93473092714387,144712000,AAPL,Apple announces product
2020-10-05,113.45023345947266,113.5963082073717,110.57746227936272,110.92803870245231,106243800,AAPL,Apple announces product
2020-10-06,110.19766235351562,113.08017356879807,109.31148107875158,112.67116282600794,161498200,AAPL,Apple announces product
2020-10-07,112.0673828125,112.5250801177208,111.14224790650704,111.61942580283052,96849000,AAPL,Analyst upgrade
2020-10-08,111.96027374267578,113.35283896768823,111.59021676910432,113.20676423757683,83477200,AAPL,Apple announces product
2020-10-09,113.9079360961914,113.93714956117775,111.91159845252474,112.26217489170202,100506900,AAPL,Apple announces product
2020-10-12,121.14344787597656,121.90302778195766,116.1574769897432,116.91705689572431,240226800,AAPL,Market reacts
2020-10-13,117.92980194091797,122.10749776807862,116.5177635009862,121.99063649380032,262330500,AAPL,Market reacts
2020-10-14,118.0174560546875,119.80928444459767,116.48855625885349,117.8324275512861,150712000,AAPL,Market reacts
2020-10-15,117.55001068115234,118.02718121016164,115.05702963037932,115.61210767464269,112559200,AAPL,Analyst upgrade
2020-10-16,115.90426635742188,118.36804173088585,115.69976467276356,118.10510568656042,115393800,AAPL,Market reacts
2020-10-19,112.94384765625,117.26761109070254,112.63222499944558,116.81965398590057,120639300,AAPL,Apple announces product
2020-10-20,114.43379211425781,115.8653112278617,112.60300253020057,113.15808061203983,124423700,AAPL,Market reacts
2020-10-21,113.81053924560547,115.60236752064498,113.40152850485114,113.6157704572297,89946000,AAPL,Market reacts
2020-10-22,112.71985626220703,114.94990873770219,111.59021957921263,114.37535009937378,101988000,AAPL,Analyst upgrade
2020-10-23,112.02845001220703,113.49892286939378,111.28834343492714,113.34310783010538,82572600,AAPL,Apple announces product
2020-10-26,112.03819274902344,113.49892534064216,109.92499395326571,111.02541726060738,111850700,AAPL,Market reacts
2020-10-27,113.547607421875,114.20980646740922,111.54153712055215,112.46666475299311,92276800,AAPL,Market reacts
2020-10-28,108.2889633178711,112.40823212114864,108.19158263987536,112.0381825728971,143937800,AAPL,Analyst upgrade
2020-10-29,112.30111694335938,113.86897045793137,109.26279059723784,109.42834593101287,146129200,AAPL,Apple announces product
2020-10-30,106.0102310180664,109.05829026903429,104.90007487274673,108.15263578946613,190272600,AAPL,Apple announces product
2020-11-02,105.92256927490234,107.78257204642945,104.5105309652701,106.2536724733026,122866900,AAPL,Market reacts
2020-11-03,107.54887390136719,108.57138225685797,105.88363963985061,106.78929414309684,107624400,AAPL,Market reacts
2020-11-04,111.9408187866211,112.56406417680968,109.40888346027108,111.15202546490423,138235500,AAPL,Market reacts
2020-11-05,115.91398620605469,116.48854482511521,113.81053537089608,114.8622570736407,126387100,AAPL,Market reacts
2020-11-06,115.7823257446289,116.27982636729172,113.28503575822147,115.42138735344203,114457900,AAPL,Analyst upgrade
2020-11-09,113.47037506103516,119.00146877246537,113.20699283584307,117.54797309772637,154515300,AAPL,Market reacts
2020-11-10,113.12894439697266,114.7092525422394,111.33401722344382,112.71923542912484,138023400,AAPL,Apple announces product
2020-11-11,116.56271362304688,116.69928328623824,113.58743745496243,114.31906384026838,112295000,AAPL,Market reacts
2020-11-12,116.28956604003906,117.57722808905325,115.6652454976375,116.68952534133676,103162300,AAPL,Apple announces product
2020-11-13,116.33834838867188,116.73830026220503,114.98240146299398,116.5139390128418,81581900,AAPL,Apple announces product
2020-11-16,117.35287475585938,118.0259659670156,115.25554430373279,116.00667744857009,91183000,AAPL,Analyst upgrade
2020-11-17,116.46515655517578,117.71379763887923,116.0456904933859,116.62124041188267,74271000,AAPL,Apple announces product
2020-11-18,115.13847351074219,116.88462258409794,115.10920964823985,115.70426632741369,76322100,AAPL,Market reacts
2020-11-19,115.73353576660156,116.14324474635212,113.94836564306064,114.7092558747369,74113000,AAPL,Market reacts
2020-11-20,114.46537780761719,115.86034568136424,114.41660718303845,115.73353312647382,73604300,AAPL,Analyst upgrade
2020-11-23,111.06089782714844,114.73854442287387,110.96334911861896,114.3093211743569,127959300,AAPL,Analyst upgrade
2020-11-24,112.34855651855469,113.01189813471593,109.83175972995858,111.11942943411495,113874200,AAPL,Market reacts
2020-11-25,113.18746185302734,113.88982427274503,112.34852978975202,112.71922520154047,76499200,AAPL,Analyst upgrade
2020-11-27,113.73375701904297,114.61171017176824,113.37282609805314,113.71425025675507,46691300,AAPL,Market reacts
2020-11-30,116.13347625732422,118.00643766892851,113.94834716796547,114.10443100684269,169410200,AAPL,Analyst upgrade
2020-12-01,119.7136001586914,120.4452266191373,117.06999077471228,118.04549272197347,127728200,AAPL,Analyst upgrade
2020-12-02,120.06475830078125,120.34765470402952,117.92840706667509,119.03072137520432,89004200,AAPL,Analyst upgrade
2020-12-03,119.92819213867188,120.7476100677901,119.2160725590913,120.4939775191396,78967600,AAPL,Apple announces product
2020-12-04,119.25509643554688,119.85015313585949,118.54297683857845,119.59652058101604,78260400,AAPL,Market reacts
2020-12-07,120.71835327148438,121.51826448637165,119.25510050455729,119.31362823363807,86712000,AAPL,Apple announces product
2020-12-08,121.3329086303711,121.91821565194306,120.0745104419721,121.32315897116939,82225500,AAPL,Apple announces product
2020-12-09,118.7966079711914,122.86444868955574,118.03571775825858,121.47923792024274,115089200,AAPL,Market reacts
2020-12-10,120.22084045410156,120.83541135490303,117.20654344679436,117.54796759030177,81312200,AAPL,Apple announces product
2020-12-11,119.41117858886719,119.75260272945025,117.5967446503537,119.4306853501199,86939800,AAPL,Analyst upgrade
2020-12-14,118.7966079711914,120.32814549895028,118.56248962317086,119.596519149209,79184500,AAPL,Apple announces product
2020-12-15,124.74718475341797,124.76669895990952,121.08905249761035,121.29390701083688,157243700,AAPL,Analyst upgrade
2020-12-16,124.67887878417969,125.22515739352977,123.4595015722462,124.28868403035126,98208600,AAPL,Apple announces product
2020-12-17,125.54708099365234,126.40552735664411,124.90324622140852,125.74217838024781,94359800,AAPL,Apple announces product
2020-12-18,123.55706024169922,125.93728698989182,123.03028838222276,125.80071733474844,192541500,AAPL,Analyst upgrade
2020-12-21,125.0886001586914,125.16664209419943,120.42570242817166,121.95724006069578,121251600,AAPL,Apple announces product
2020-12-22,128.649169921875,131.11718805054522,126.47379039741485,128.38578029311114,168904800,AAPL,Apple announces product
2020-12-23,127.75172424316406,129.18569821705117,127.57612617627443,128.92232344418136,88223700,AAPL,Analyst upgrade
2020-12-24,128.73695373535156,130.19045655011695,127.8882720644009,128.10288361785547,54930100,AAPL,Market reacts
2020-12-28,133.34133911132812,133.97540930683178,130.23923574746274,130.70748731350233,124486200,AAPL,Market reacts
2020-12-29,131.56591796875,135.3898830922379,131.04890322533043,134.668021314243,121047300,AAPL,Market reacts
2020-12-30,130.444091796875,132.6584848793838,130.13192410023277,132.2585255999266,96452100,AAPL,Market reacts
